Key,Page,English,Thai,Armenian,Russian,Arabic,Farsi,Georgian
notificationTimeline.card.metric.openRate.feedList.title,notificationTimeline,Home Screen,หน้าจอหลัก,Հիմնական էջ,,,,
notificationTimeline.card.metric.openRate.feedList.tooltip,notificationTimeline,"{value, plural, one {# recipient} other {# recipients}} viewed this notification by scrolling past it on the notification history screen.","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ดูการแจ้งเตือนนี้โดยเลื่อนผ่านที่หน้าจอประวัติการแจ้งเตือน","{value, plural, one {# ստաղոց} other {# ստացողներ}} դիտել են այս ծանուցումը՝ ծանուցումների ցանկից ներքև իջնելով։",,,,
notificationTimeline.card.metric.openRate.notification.title,notificationTimeline,Notification Detail,รายละเอียดการแจ้งเตือน,Ծանուցման Մանրամասներ,,,,
notificationTimeline.card.metric.openRate.notification.tooltip,notificationTimeline,"{value, plural, one {# recipient} other {# recipients}} viewed this notification by opening the notification detail screen.","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ดูการแจ้งเตือนนี้โดยการเปิดหน้าจอรายละเอียดการแจ้งเตือน","{value, plural, one {# ստացող} other {# ստացողներ}} դիտել են այս ծանուցումը՝ մանրամասների դաշտը բացելով։",,,,
notificationTimeline.card.metric.openRate.unopened.title,notificationTimeline,Not Viewed,ไม่ได้ดู,Չեն Դիտվել,,,,
notificationTimeline.card.metric.openRate.unopened.tooltip,notificationTimeline,"{value, plural, one {# recipient has} other {# recipients have}} not yet viewed this notification.","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ยังไม่ได้ดูการแจ้งเตือนนี้","{value, plural, one {# ստացող} other {# ստացողներ}} դեռ չեն դիտել այս ծանուցումը։",,,,
notificationTimeline.card.metric.userReaction.like.title,notificationTimeline,Liked,ชอบ,Հավանել է,,,,
notificationTimeline.card.metric.userReaction.like.tooltip,notificationTimeline,"{value, plural, one {# recipient has} other {# recipients have}} <b>Liked</b> this notification.","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} <b>ชอบ</b> การแจ้งเตือนนี้.","{value, plural, one {# rստացող} other {# ստացողներ}} <b>Հավանել է</b> այս ծանուցումը։",,,,
notificationTimeline.card.metric.userReaction.inappropriate.title,notificationTimeline,Inappropriate,ไม่เหมาะสม,Անպատեհ,,,,
notificationTimeline.card.metric.userReaction.inappropriate.tooltip,notificationTimeline,"{value, plural, one {# recipient} other {# recipients}} flagged this notification as <b>Inappropriate</b>. See the breakdown for more details.","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ตั้งค่าสถานะการแจ้งเตือนนี้เป็น <b>ไม่เหมาะสม</b>ดูรายละเอียดเพิ่มเติม","{value, plural, one {# ստացող} other {# ստացողներ}} նշել է այս ծանուցումը որպես <b>Անպատեհ</b>. Տեսնել վերլուծությունը մանրամասների համար։",,,,
notificationTimeline.card.metric.userReaction.inappropriateBreakdown.title,notificationTimeline,Marked as Inappropriate Breakdown,ทำเครื่องหมายว่าเป็นรายละเอียดที่ไม่เหมาะสม,Նշել են որպես Անպատեհ,,,,
notificationTimeline.card.metric.userReaction.mute.title,notificationTimeline,Muted,ปิดการแจ้งเตือน,Խլացված,,,,
notificationTimeline.card.metric.userReaction.delete.title,notificationTimeline,Deleted,ลบ,Ջնջված,,,,
notificationTimeline.card.metric.userReaction.share.title,notificationTimeline,Share,แบ่งปัน,Կիսված,,,,
notificationTimeline.card.metric.userReaction.notReacted.title,notificationTimeline,Not Reacted,ไม่ตอบสนอง,Չարձագանքված,,,,
notificationTimeline.card.metric.userReaction.notReacted.tooltip,notificationTimeline,"{value, plural, one {# recipient has} other {# recipients have}} not reacted to this notification","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ไม่ตอบสนองต่อการแจ้งเตือนนี้","{value, plural, one {# ստացող} other {# ստացողներ}} չեն արձագանքել այս ծանուցմանը",,,,
notificationTimeline.card.metric.inappropriate.sexualContent.title,notificationTimeline,Sexual content,เนื้อหาทางเพศ,Սեքսուալ բովանդակություն,,,,
notificationTimeline.card.metric.inappropriate.sexualContent.tooltip,notificationTimeline,"{value, plural, one {# recipient} other {# recipients}} flagged this notification as:{newline}<b>Sexual content</b>","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ตั้งค่าสถานะแจ้งเตือนนี้เป็น:{newline}<b>เนื้อหาทางเพศ</b>","{value, plural, one {# ստացող} other {# ստացողներ}} նշել է այս ծանուցումը որպես:{newline}<b>Սեքսուալ բովանդակություն</b>",,,,
notificationTimeline.card.metric.inappropriate.violentOrRepulsiveContent.title,notificationTimeline,Violent or repulsive\ncontent,รุนแรงหรือน่ารังเกียจ\nเนื้อหา,Դաժան կամ վանող \n բովանդակություն,,,,
notificationTimeline.card.metric.inappropriate.violentOrRepulsiveContent.tooltip,notificationTimeline,"{value, plural, one {# recipient} other {# recipients}} flagged this notification as:{newline}<b>Violent or repulsive content</b>","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ตั้งค่าสถานะแจ้งเตือนนี้เป็น:{newline}<b>เนื้อหารุนแรงหรือน่ารังเกียจ</b>","{value, plural, one {# ստացող} other {# ստացողներ}} նշել են այս ծանուցումը որպես:{newline}<b>Դաժան կամ վանող բովանդակություն</b>",,,,
notificationTimeline.card.metric.inappropriate.hatefulOrAbusiveContent.title,notificationTimeline,Hateful or abusive\ncontent,แสดงความเกลียดชังหรือไม่เหมาะสม\nเนื้อหา,Ատելի կամ վիրավորական \n բովանդակություն,,,,
notificationTimeline.card.metric.inappropriate.hatefulOrAbusiveContent.tooltip,notificationTimeline,"{value, plural, one {# recipient} other {# recipients}} flagged this notification as:{newline}<b>Hateful or abusive content</b>","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ตั้งค่าสถานะแจ้งเตือนนี้เป็น:{newline}<b>เนื้อหาแสดงความเกลียดชังหรือหยาบคาย</b>","{value, plural, one {# ստացող} other {# ստացողներ}} նշել են այս ծանուցումը որպես:{newline}<b>Ատելի կամ վիրավորական բովանդակություն</b>",,,,
notificationTimeline.card.metric.inappropriate.harmfulOrDangerousAct.title,notificationTimeline,Harmful or\ndangerous acts,เป็นอันตราย หรือ\nการกระทำที่อันตราย,Վնասակարl կամ\nվտանգավոր գործողություններ,,,,
notificationTimeline.card.metric.inappropriate.harmfulOrDangerousAct.tooltip,notificationTimeline,"{value, plural, one {# recipient} other {# recipients}} flagged this notification as:{newline}<b>Harmful or dangerous acts content</b>","{value, plural, one {# ผู้รับ} other {# ผู้รับ}} ตั้งค่าสถานะแจ้งเตือนนี้เป็น:{newline}<b>เนื้อหาเป็นอันตรายหรือการกระทำที่อันตราย</b>","{value, plural, one {# ստացող} other {# ստացողներ}} նշել են այս ծանուցումը որպես:{newline}<b>Վնասական կամ վտանգավոր գործողություններով բովանդակություն</b>",,,,
